CgST,CgST,lpg0028,lpg0078,lpg0116,lpg0212,lpg0287,lpg0330,lpg0356,lpg0432,lpg0461,lpg0513,lpg0577,lpg0656,lpg0712,lpg0785,lpg0840,lpg0888,lpg0956,lpg1178,lpg1206,lpg1283,lpg1340,lpg1398,lpg1452,lpg1511,lpg1566,lpg1636,lpg1682,lpg1737,lpg1782,lpg1830,lpg1882,lpg1994,lpg2039,lpg2175,lpg2231,lpg2280,lpg2339,lpg2404,lpg2461,lpg2516,lpg2577,lpg2622,lpg2698,lpg2743,lpg2795,lpg2827,lpg2869,lpg2933,lpg2999
333,333,4.0,19.0,14.0,8.0,2.0,22.0,23.0,8.0,18.0,15.0,6.0,21.0,24.0,17.0,40.0,19.0,28.0,22.0,7.0,24.0,25.0,16.0,2.0,35.0,51.0,35.0,41.0,26.0,21.0,9.0,6.0,15.0,11.0,44.0,29.0,18.0,24.0,7.0,12.0,16.0,30.0,45.0,32.0,13.0,4.0,16.0,25.0,2.0,24.0
334,334,22.0,24.0,20.0,10.0,5.0,7.0,21.0,3.0,3.0,25.0,7.0,38.0,8.0,38.0,3.0,6.0,4.0,5.0,2.0,33.0,49.0,4.0,10.0,11.0,5.0,1.0,4.0,18.0,5.0,7.0,7.0,9.0,9.0,33.0,10.0,25.0,3.0,28.0,3.0,37.0,35.0,60.0,7.0,2.0,2.0,41.0,41.0,40.0,6.0
335,335,5.0,6.0,17.0,41.0,5.0,4.0,9.0,31.0,1.0,24.0,11.0,7.0,7.0,30.0,1.0,6.0,48.0,5.0,8.0,11.0,10.0,3.0,9.0,11.0,53.0,13.0,4.0,17.0,18.0,7.0,7.0,7.0,9.0,30.0,9.0,22.0,8.0,16.0,4.0,37.0,44.0,7.0,16.0,2.0,3.0,44.0,28.0,10.0,15.0
336,336,15.0,11.0,20.0,17.0,4.0,7.0,,31.0,3.0,19.0,20.0,8.0,17.0,32.0,39.0,6.0,3.0,3.0,2.0,44.0,47.0,21.0,44.0,10.0,5.0,14.0,14.0,19.0,25.0,7.0,7.0,9.0,41.0,32.0,10.0,27.0,3.0,28.0,3.0,38.0,46.0,8.0,46.0,10.0,2.0,42.0,38.0,41.0,6.0
337,337,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,35.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,56.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,7.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,7.0,4.0,1.0,29.0
338,338,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,35.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,58.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,23.0,22.0,3.0,2.0,32.0,17.0,1.0,59.0,29.0,1.0,7.0,4.0,1.0,29.0
339,339,5.0,18.0,24.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,49.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,56.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,4.0,1.0,29.0
340,340,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,4.0,35.0,43.0,9.0,7.0,35.0,1.0,16.0,1.0,58.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,23.0,22.0,3.0,19.0,32.0,31.0,1.0,59.0,29.0,1.0,7.0,25.0,1.0,29.0
341,341,11.0,5.0,14.0,10.0,9.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,35.0,5.0,7.0,9.0,25.0,26.0,47.0,20.0,5.0,7.0,35.0,48.0,26.0,6.0,36.0,18.0,39.0,4.0,29.0,33.0,26.0,2.0,33.0,28.0,17.0,45.0,25.0,27.0,59.0,15.0,6.0,6.0,8.0,4.0,32.0,36.0
342,342,42.0,2.0,5.0,63.0,1.0,1.0,22.0,1.0,9.0,9.0,1.0,1.0,23.0,21.0,9.0,9.0,1.0,37.0,1.0,16.0,1.0,13.0,1.0,3.0,1.0,39.0,1.0,25.0,3.0,1.0,3.0,46.0,16.0,13.0,11.0,45.0,1.0,3.0,5.0,31.0,15.0,1.0,1.0,9.0,1.0,11.0,24.0,1.0,23.0
343,343,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,17.0,30.0,7.0,6.0,7.0,35.0,3.0,1.0,14.0,28.0,24.0,21.0,27.0,24.0,7.0,13.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,32.0,17.0,28.0,12.0,11.0,42.0,11.0,1.0,17.0,4.0,11.0
344,344,5.0,12.0,24.0,41.0,5.0,4.0,9.0,10.0,17.0,30.0,7.0,4.0,3.0,35.0,32.0,4.0,30.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,36.0,10.0,7.0,2.0,22.0,8.0,11.0,4.0,17.0,28.0,12.0,11.0,3.0,11.0,7.0,4.0,11.0,11.0
345,345,3.0,21.0,12.0,11.0,28.0,7.0,,3.0,37.0,11.0,28.0,48.0,39.0,9.0,31.0,4.0,27.0,1.0,15.0,28.0,29.0,19.0,47.0,12.0,22.0,12.0,31.0,18.0,24.0,45.0,17.0,16.0,19.0,25.0,24.0,17.0,23.0,5.0,30.0,36.0,23.0,47.0,31.0,31.0,37.0,26.0,35.0,46.0,30.0
346,346,13.0,27.0,18.0,16.0,4.0,28.0,,30.0,3.0,19.0,20.0,7.0,17.0,35.0,44.0,6.0,3.0,2.0,2.0,10.0,45.0,2.0,44.0,9.0,3.0,13.0,36.0,19.0,5.0,7.0,5.0,7.0,9.0,20.0,9.0,27.0,3.0,28.0,3.0,37.0,41.0,61.0,47.0,19.0,2.0,40.0,39.0,9.0,15.0
347,347,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,49.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,56.0,1.0,3.0,14.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,1.0,17.0,1.0,29.0
348,348,11.0,1.0,51.0,21.0,6.0,6.0,13.0,4.0,7.0,12.0,2.0,7.0,4.0,36.0,5.0,24.0,6.0,7.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
349,349,14.0,11.0,20.0,19.0,5.0,7.0,,3.0,38.0,23.0,10.0,7.0,7.0,29.0,36.0,5.0,4.0,19.0,8.0,11.0,8.0,2.0,8.0,11.0,3.0,2.0,5.0,46.0,18.0,7.0,7.0,35.0,44.0,5.0,9.0,27.0,3.0,25.0,4.0,37.0,38.0,8.0,7.0,10.0,2.0,6.0,26.0,57.0,6.0
350,350,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,5.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,14.0,41.0,1.0,50.0,3.0,7.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,8.0,32.0,17.0,1.0,61.0,29.0,1.0,1.0,37.0,1.0,29.0
351,351,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,352,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
353,353,11.0,35.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,27.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
354,354,11.0,36.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
355,355,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,6.0,33.0,5.0,7.0,7.0,35.0,1.0,16.0,1.0,56.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,13.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,4.0,1.0,29.0
356,356,13.0,7.0,17.0,5.0,4.0,7.0,11.0,31.0,1.0,24.0,11.0,8.0,37.0,32.0,42.0,6.0,14.0,3.0,2.0,33.0,48.0,3.0,8.0,9.0,5.0,13.0,4.0,18.0,6.0,7.0,7.0,8.0,9.0,30.0,10.0,27.0,3.0,28.0,4.0,37.0,40.0,8.0,16.0,10.0,2.0,40.0,29.0,7.0,45.0
357,357,13.0,8.0,17.0,11.0,5.0,7.0,11.0,31.0,1.0,24.0,11.0,7.0,7.0,27.0,3.0,6.0,14.0,5.0,2.0,7.0,9.0,4.0,10.0,11.0,5.0,13.0,14.0,18.0,4.0,34.0,7.0,7.0,9.0,30.0,10.0,27.0,3.0,16.0,34.0,41.0,44.0,8.0,7.0,10.0,38.0,3.0,27.0,41.0,19.0
358,358,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,6.0,33.0,5.0,7.0,7.0,35.0,1.0,16.0,1.0,56.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,4.0,1.0,29.0
359,359,21.0,39.0,33.0,40.0,9.0,10.0,5.0,12.0,6.0,42.0,17.0,31.0,18.0,13.0,4.0,8.0,12.0,20.0,2.0,41.0,42.0,35.0,33.0,27.0,27.0,4.0,22.0,6.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
360,360,28.0,39.0,33.0,55.0,9.0,10.0,5.0,12.0,6.0,35.0,17.0,31.0,20.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,24.0,22.0,1.0,10.0,43.0,21.0,5.0,40.0,6.0,41.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,23.0,6.0,18.0,51.0,14.0,48.0,13.0
361,361,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,27.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
362,362,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,16.0,10.0,4.0,33.0,5.0,7.0,9.0,29.0,9.0,1.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
363,363,23.0,47.0,39.0,29.0,10.0,23.0,18.0,22.0,30.0,48.0,22.0,42.0,2.0,20.0,3.0,45.0,21.0,10.0,4.0,37.0,33.0,54.0,20.0,18.0,25.0,21.0,17.0,13.0,15.0,21.0,14.0,25.0,27.0,9.0,35.0,9.0,40.0,38.0,26.0,11.0,4.0,26.0,28.0,23.0,12.0,29.0,24.0,31.0,22.0
364,364,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,16.0,10.0,4.0,33.0,5.0,7.0,9.0,29.0,9.0,1.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
365,365,28.0,3.0,33.0,57.0,9.0,10.0,5.0,19.0,6.0,40.0,17.0,42.0,20.0,43.0,2.0,8.0,2.0,20.0,2.0,32.0,45.0,35.0,14.0,32.0,60.0,5.0,44.0,6.0,10.0,43.0,21.0,4.0,36.0,38.0,41.0,27.0,34.0,22.0,43.0,2.0,48.0,53.0,37.0,39.0,35.0,53.0,14.0,43.0,13.0
366,366,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,25.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
367,367,13.0,23.0,19.0,10.0,5.0,2.0,21.0,3.0,40.0,21.0,7.0,8.0,6.0,44.0,39.0,3.0,4.0,5.0,2.0,32.0,45.0,4.0,8.0,10.0,44.0,13.0,4.0,18.0,5.0,43.0,7.0,35.0,47.0,31.0,10.0,24.0,3.0,28.0,3.0,37.0,9.0,6.0,16.0,2.0,39.0,43.0,29.0,41.0,44.0
368,368,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,6.0,33.0,5.0,7.0,7.0,35.0,1.0,16.0,1.0,56.0,1.0,3.0,14.0,41.0,1.0,50.0,3.0,1.0,13.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,4.0,1.0,29.0
369,369,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,16.0,30.0,2.0,8.0,6.0,44.0,3.0,1.0,14.0,28.0,6.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,8.0,4.0,28.0,12.0,11.0,3.0,11.0,1.0,17.0,32.0,5.0
370,370,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,16.0,30.0,2.0,8.0,6.0,44.0,3.0,1.0,14.0,28.0,6.0,21.0,27.0,28.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,8.0,4.0,28.0,12.0,11.0,3.0,11.0,1.0,17.0,32.0,5.0
371,371,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,16.0,30.0,2.0,8.0,6.0,44.0,3.0,1.0,14.0,28.0,6.0,22.0,27.0,27.0,13.0,23.0,54.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,8.0,4.0,28.0,12.0,11.0,3.0,11.0,1.0,17.0,32.0,5.0
372,372,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,16.0,30.0,2.0,8.0,6.0,44.0,3.0,1.0,14.0,28.0,6.0,21.0,27.0,29.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,8.0,4.0,28.0,12.0,11.0,3.0,11.0,1.0,17.0,32.0,5.0
373,373,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,17.0,30.0,2.0,8.0,6.0,44.0,3.0,1.0,14.0,28.0,6.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,8.0,4.0,28.0,12.0,11.0,3.0,11.0,1.0,17.0,32.0,5.0
374,374,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,16.0,30.0,2.0,8.0,6.0,44.0,3.0,1.0,14.0,28.0,6.0,21.0,27.0,5.0,13.0,23.0,54.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,8.0,4.0,28.0,12.0,11.0,3.0,11.0,1.0,17.0,32.0,5.0
375,375,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,16.0,30.0,2.0,8.0,6.0,44.0,3.0,1.0,14.0,28.0,6.0,21.0,27.0,5.0,13.0,23.0,54.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,29.0,12.0,8.0,5.0,28.0,12.0,39.0,3.0,11.0,1.0,17.0,32.0,5.0
376,376,38.0,57.0,6.0,60.0,16.0,31.0,3.0,38.0,45.0,7.0,14.0,17.0,5.0,43.0,27.0,52.0,23.0,32.0,35.0,14.0,17.0,63.0,17.0,21.0,17.0,44.0,8.0,23.0,16.0,15.0,34.0,49.0,14.0,12.0,20.0,41.0,14.0,43.0,20.0,33.0,13.0,27.0,19.0,18.0,8.0,,2.0,58.0,8.0
377,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,378,23.0,47.0,43.0,41.0,23.0,4.0,11.0,10.0,41.0,21.0,10.0,7.0,7.0,36.0,3.0,1.0,14.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,8.0,17.0,28.0,12.0,11.0,3.0,11.0,7.0,4.0,16.0,21.0
379,379,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,17.0,30.0,7.0,4.0,3.0,35.0,3.0,1.0,14.0,28.0,24.0,41.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,4.0,22.0,8.0,12.0,24.0,17.0,28.0,12.0,11.0,3.0,11.0,7.0,24.0,34.0,11.0
380,380,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,33.0,5.0,9.0,3.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,14.0,41.0,1.0,50.0,3.0,30.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,1.0,17.0,1.0,29.0
381,381,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,49.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,4.0,1.0,29.0
382,382,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,49.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,4.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,37.0,1.0,29.0
383,383,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,41.0,35.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,40.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,37.0,1.0,29.0
384,384,39.0,57.0,7.0,61.0,16.0,31.0,,38.0,44.0,4.0,47.0,58.0,40.0,2.0,20.0,9.0,23.0,32.0,35.0,14.0,18.0,64.0,48.0,22.0,24.0,46.0,30.0,31.0,2.0,16.0,34.0,48.0,14.0,13.0,18.0,38.0,17.0,45.0,22.0,34.0,13.0,37.0,56.0,16.0,8.0,20.0,1.0,41.0,8.0
385,385,39.0,57.0,7.0,61.0,16.0,31.0,,38.0,44.0,4.0,47.0,58.0,40.0,2.0,20.0,9.0,23.0,32.0,35.0,14.0,18.0,64.0,48.0,22.0,23.0,46.0,30.0,31.0,2.0,,34.0,48.0,14.0,13.0,18.0,38.0,17.0,45.0,22.0,34.0,13.0,37.0,55.0,16.0,8.0,20.0,1.0,41.0,8.0
386,386,40.0,18.0,4.0,64.0,16.0,1.0,,40.0,15.0,8.0,1.0,16.0,23.0,41.0,56.0,9.0,7.0,35.0,1.0,16.0,1.0,13.0,1.0,3.0,13.0,41.0,1.0,50.0,3.0,1.0,3.0,46.0,16.0,46.0,22.0,42.0,22.0,3.0,19.0,32.0,17.0,1.0,61.0,29.0,1.0,21.0,37.0,1.0,29.0
387,387,39.0,57.0,8.0,62.0,14.0,31.0,2.0,38.0,46.0,5.0,15.0,17.0,21.0,18.0,28.0,1.0,51.0,32.0,35.0,14.0,17.0,63.0,59.0,22.0,16.0,45.0,30.0,32.0,16.0,14.0,33.0,48.0,15.0,13.0,18.0,43.0,16.0,46.0,22.0,6.0,13.0,38.0,57.0,27.0,8.0,18.0,1.0,59.0,8.0
388,388,39.0,57.0,6.0,60.0,16.0,32.0,4.0,38.0,45.0,4.0,14.0,17.0,21.0,6.0,27.0,52.0,23.0,32.0,35.0,14.0,17.0,63.0,17.0,21.0,17.0,38.0,51.0,22.0,2.0,15.0,34.0,49.0,14.0,12.0,18.0,39.0,13.0,39.0,23.0,33.0,13.0,27.0,17.0,16.0,8.0,20.0,2.0,58.0,8.0
389,389,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,42.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
390,390,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,45.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
391,391,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,41.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
392,392,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,40.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
393,393,11.0,5.0,14.0,10.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,35.0,3.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,13.0,2.0,19.0,39.0,4.0,3.0,9.0,22.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
394,394,6.0,38.0,28.0,39.0,9.0,2.0,,15.0,19.0,39.0,44.0,49.0,20.0,24.0,20.0,10.0,12.0,26.0,16.0,45.0,39.0,30.0,30.0,25.0,52.0,31.0,45.0,39.0,26.0,40.0,24.0,37.0,22.0,6.0,44.0,29.0,34.0,9.0,39.0,23.0,33.0,62.0,33.0,38.0,28.0,56.0,14.0,51.0,41.0
395,395,11.0,1.0,51.0,21.0,6.0,6.0,13.0,4.0,7.0,12.0,2.0,7.0,6.0,32.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,,7.0,5.0,1.0,17.0,4.0,5.0
396,396,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,4.0,7.0,35.0,3.0,6.0,3.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
397,397,11.0,1.0,51.0,21.0,6.0,6.0,13.0,4.0,7.0,12.0,2.0,10.0,6.0,35.0,5.0,7.0,6.0,14.0,5.0,3.0,2.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,2.0,25.0,20.0,3.0,4.0,5.0,5.0,1.0,17.0,4.0,5.0
398,398,18.0,34.0,35.0,57.0,8.0,10.0,5.0,24.0,6.0,41.0,17.0,55.0,30.0,14.0,22.0,8.0,36.0,20.0,2.0,32.0,46.0,35.0,14.0,26.0,46.0,35.0,22.0,5.0,10.0,38.0,22.0,5.0,5.0,38.0,41.0,27.0,34.0,22.0,42.0,27.0,50.0,55.0,23.0,6.0,17.0,56.0,14.0,53.0,13.0
399,399,11.0,5.0,14.0,10.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,35.0,3.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,13.0,2.0,19.0,,4.0,3.0,9.0,22.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
400,400,31.0,1.0,49.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,23.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,,7.0,5.0,1.0,17.0,4.0,5.0
401,401,23.0,50.0,46.0,24.0,20.0,20.0,10.0,27.0,35.0,43.0,23.0,36.0,12.0,45.0,15.0,45.0,20.0,7.0,4.0,30.0,30.0,46.0,19.0,14.0,29.0,20.0,18.0,11.0,13.0,20.0,16.0,19.0,23.0,11.0,34.0,11.0,38.0,24.0,29.0,7.0,2.0,24.0,27.0,22.0,23.0,27.0,16.0,24.0,19.0
402,402,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,25.0,35.0,11.0,15.0,6.0,14.0,3.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
